Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Human01,1504,mil,0.4,0.1,0.0162,0.9841,0.9841,0.7848,0.2125,0.4719,0,1,0,0.63,0.02,13.0,16,1,62,0,0,63,80,63
Human01,1504,kcf,0.4,0.1,0.0014,0.0635,0.0635,1.0,0.0,0.8381,1,0,0,1.0,0.94,49.29,0,0,4,59,16,63,80,4
Human01,1504,tld,0.4,0.1,0.4493,0.0476,0.0476,0.038,0.95,0.0317,0,0,1,0.05,0.95,5.81,16,60,3,0,0,63,80,63
Human01,1504,medianflow,0.4,0.1,0.1968,0.4286,0.4286,0.3418,0.65,0.1088,0,0,1,0.14,0.57,43.89,16,36,27,0,0,63,80,63
Human01,1504,goturn,0.4,0.1,0.1114,0.6667,0.6667,0.5316,0.4625,0.1752,0,0,1,0.06,0.33,11.73,16,21,42,0,0,63,80,63
Human01,1504,mosse,0.4,0.1,0.0026,0.1111,0.1111,1.0,0.0,0.819,1,0,0,1.0,0.89,55.63,0,0,7,56,16,63,80,7
Human01,1504,csrt,0.4,0.1,0.0054,1.0,1.0,0.7975,0.2,0.6095,1,0,0,0.95,0.0,18.56,16,0,63,0,0,63,80,63
