Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Slalom01,1504,mil,0.4,0.1,0.2104,0.2323,0.2323,0.2323,0.76,0.114,0,0,1,0.16,0.77,14.57,0,76,23,0,0,99,100,99
Slalom01,1504,kcf,0.4,0.1,0.0016,0.0707,0.0707,1.0,0.0,0.8125,1,0,0,1.0,0.93,67.64,0,0,7,92,0,99,100,7
Slalom01,1504,tld,0.4,0.1,0.1463,0.3232,0.3232,0.3232,0.67,0.0656,0,0,1,0.1,0.68,7.29,0,67,32,0,0,99,100,99
Slalom01,1504,medianflow,0.4,0.1,0.0033,0.1717,0.1717,1.0,0.0,0.6509,1,0,0,0.94,0.83,57.47,0,0,17,82,0,99,100,17
Slalom01,1504,goturn,0.4,0.1,0.1356,0.3838,0.3838,0.3838,0.61,0.0324,0,0,1,0.03,0.62,12.07,0,61,38,0,0,99,100,99
Slalom01,1504,mosse,0.4,0.1,0.0015,0.0202,0.0202,1.0,0.0,0.8356,1,0,0,1.0,0.98,75.27,0,0,2,97,0,99,100,2
Slalom01,1504,csrt,0.4,0.1,0.139,0.4242,0.4242,0.4242,0.57,0.1601,0,1,0,0.21,0.58,22.88,0,57,42,0,0,99,100,99
