Clip,Res,Tracker,Duration,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,ML,PT,FM,FPS
Bike03,1504,medianflow,90.0,350.69548497601306,0.7638888888888888,0.9861111111111112,0.8068181818181818,0.18888888888888888,0.04722933947478866,0,0,1,0.2361111111111111,112.27141146991248
