Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Bike02,1504,mil,0.4,0.1,0.0034,1.0,1.0,1.0,0.0,0.7996,1,0,0,1.0,0.0,14.35,0,0,98,0,0,98,99,98
Bike02,1504,kcf,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.8089,1,0,0,1.0,0.0,43.81,0,0,98,0,0,98,99,98
Bike02,1504,tld,0.4,0.1,0.0193,1.0,1.0,1.0,0.0,0.529,1,0,0,0.94,0.0,10.83,0,0,98,0,0,98,99,98
Bike02,1504,medianflow,0.4,0.1,0.002,1.0,1.0,1.0,0.0,0.804,1,0,0,1.0,0.0,47.34,0,0,98,0,0,98,99,98
Bike02,1504,goturn,0.4,0.1,0.0385,1.0,1.0,1.0,0.0,0.071,0,0,1,0.03,0.0,12.94,0,0,98,0,0,98,99,98
Bike02,1504,mosse,0.4,0.1,0.0026,1.0,1.0,1.0,0.0,0.823,1,0,0,1.0,0.0,55.69,0,0,98,0,0,98,99,98
Bike02,1504,csrt,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.8078,1,0,0,1.0,0.0,19.76,0,0,98,0,0,98,99,98
