Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Surf01,1504,mil,0.4,0.1,0.1836,0.2339,0.2339,0.2032,0.7958,0.0369,0,0,1,0.05,0.77,14.23,105,534,163,0,0,697,803,697
Surf01,1504,kcf,0.4,0.1,0.0024,0.0086,0.0086,1.0,0.0,0.879,1,0,0,1.0,0.99,58.0,0,0,6,691,105,697,803,6
Surf01,1504,tld,0.4,0.1,0.0625,0.8235,0.8235,0.7474,0.2416,0.2577,0,1,0,0.28,0.18,10.06,88,106,574,17,17,697,803,680
Surf01,1504,medianflow,0.4,0.1,0.4452,0.023,0.023,0.023,0.8456,0.0185,0,0,1,0.03,0.98,53.35,95,584,16,97,10,697,803,600
Surf01,1504,goturn,0.4,0.1,0.067,0.7834,0.7834,0.6808,0.3188,0.1506,0,0,1,0.15,0.22,12.08,105,151,546,0,0,697,803,697
Surf01,1504,mosse,0.4,0.1,0.0344,0.1133,0.1133,0.9634,0.0037,0.4496,0,1,0,0.51,0.89,76.9,0,3,79,615,105,697,803,82
Surf01,1504,csrt,0.4,0.1,0.0175,0.1291,0.1291,0.8654,0.0174,0.598,1,0,0,0.89,0.87,39.8,10,4,90,603,95,697,803,94
