Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Snowboard01,1280,mil,0.4,0.1,0.2411,0.6518,0.6518,0.6518,0.3451,0.3358,0,1,0,0.46,0.35,15.14,0,39,73,0,0,112,113,112
Snowboard01,1280,kcf,0.4,0.1,0.0011,0.0179,0.0179,1.0,0.0,0.8865,1,0,0,1.0,0.98,65.91,0,0,2,110,0,112,113,2
Snowboard01,1280,tld,0.4,0.1,0.4218,0.2768,0.2768,0.2768,0.7168,0.1122,0,0,1,0.14,0.72,12.28,0,81,31,0,0,112,113,112
Snowboard01,1280,medianflow,0.4,0.1,0.5404,0.1786,0.1786,0.4762,0.1947,0.3758,0,1,0,0.48,0.82,59.53,0,22,20,70,0,112,113,42
Snowboard01,1280,goturn,0.4,0.1,0.3999,0.2232,0.2232,0.2232,0.7699,0.1212,0,0,1,0.15,0.78,11.81,0,87,25,0,0,112,113,112
Snowboard01,1280,mosse,0.4,0.1,0.0008,0.0089,0.0089,1.0,0.0,0.9364,1,0,0,1.0,0.99,77.5,0,0,1,111,0,112,113,1
Snowboard01,1280,csrt,0.4,0.1,0.3797,0.2589,0.2589,0.2661,0.708,0.159,0,1,0,0.21,0.74,22.01,0,80,29,3,0,112,113,109
